task,#examples,#sketched,time(s)
tson,30,5,3.37
tson,40,5,4.92
tson,50,5,5.52
tson,60,5,6.78
tson,70,5,7.9
tson,80,5,9.19
tson,90,5,10.27
tson,100,5,11.99
ours,2,5,0.18
ours,4,5,0.16
ours,6,5,0.17
ours,8,5,0.19
ours,10,5,0.19
ours,12,5,0.2
ours,14,5,0.2
ours,16,5,0.21
ours,18,5,0.22
ours,20,5,0.23
ours,20,5,0.24
ours,30,5,0.29
ours,40,5,0.31
ours,50,5,0.38
ours,60,5,0.42
ours,70,5,0.52
ours,80,5,0.59
ours,90,5,0.65
ours,100,5,0.71
potassco,2,5,0.38
potassco,4,5,0.31
potassco,6,5,0.32
potassco,8,5,0.26
potassco,10,5,0.45
potassco,12,5,0.32
potassco,14,5,0.32
potassco,16,5,0.36
potassco,18,5,0.34
potassco,20,5,0.36
potassco,20,5,0.36
potassco,30,5,0.46
potassco,40,5,0.55
potassco,50,5,0.63
potassco,60,5,0.71
potassco,70,5,0.98
potassco,80,5,0.89
potassco,90,5,0.98
potassco,100,5,1.26
hakank,2,5,0.1
hakank,4,5,0.11
hakank,6,5,0.13
hakank,8,5,0.15
hakank,10,5,0.17
hakank,12,5,0.19
hakank,14,5,0.21
hakank,16,5,0.27
hakank,18,5,0.32
hakank,20,5,0.35
hakank,20,5,0.34
hakank,30,5,0.47
hakank,40,5,0.61
hakank,50,5,0.75
hakank,60,5,0.89
hakank,70,5,1.0
hakank,80,5,1.15
hakank,90,5,1.29
hakank,100,5,1.42
tson,2,5,1.77
tson,4,5,1.86
tson,6,5,1.97
tson,8,5,2.21
tson,10,5,2.15
tson,12,5,2.28
tson,14,5,2.55
tson,16,5,3.17
tson,18,5,3.5
tson,20,5,3.39
tson,20,5,3.58
tson,30,5,4.01
tson,40,5,4.75
tson,50,5,5.77
tson,60,5,5.99
tson,70,5,6.62
tson,80,5,6.93
tson,90,5,7.67
tson,100,5,8.03
ours,2,5,0.07
ours,4,5,0.08
ours,6,5,0.08
ours,8,5,0.08
ours,10,5,0.09
ours,12,5,0.1
ours,14,5,0.1
ours,16,5,0.12
ours,18,5,0.12
ours,20,5,0.13
ours,20,5,0.13
ours,30,5,0.16
ours,40,5,0.19
ours,50,5,0.22
ours,60,5,0.25
ours,70,5,0.28
ours,80,5,0.31
ours,90,5,0.35
ours,100,5,0.38
potassco,2,5,3.22
potassco,4,5,3.44
potassco,6,5,3.35
potassco,8,5,3.45
potassco,10,5,3.45
potassco,12,5,3.51
potassco,14,5,3.76
potassco,16,5,4.74
potassco,18,5,4.79
potassco,20,5,4.84
potassco,20,5,5.1
potassco,30,5,5.19
potassco,40,5,5.71
potassco,50,5,5.81
potassco,60,5,6.9
potassco,70,5,8.69
potassco,80,5,7.86
potassco,90,5,8.5
potassco,100,5,8.46
hakank,2,5,0.09
hakank,4,5,0.1
hakank,6,5,0.09
hakank,8,5,0.1
hakank,10,5,0.11
hakank,12,5,0.12
hakank,14,5,0.13
hakank,16,5,0.2
hakank,18,5,0.2
hakank,20,5,0.19
hakank,20,5,0.17
hakank,30,5,0.21
hakank,40,5,0.24
hakank,50,5,0.28
hakank,60,5,0.33
hakank,70,5,0.37
hakank,80,5,0.44
hakank,90,5,0.48
hakank,100,5,0.49
tson,2,5,1.24
tson,4,5,1.5
tson,6,5,1.16
tson,8,5,1.22
tson,10,5,1.11
tson,12,5,1.27
tson,14,5,1.17
tson,16,5,1.2
tson,18,5,1.35
tson,20,5,1.25
tson,20,5,1.23
tson,30,5,1.47
tson,40,5,1.94
tson,50,5,1.96
tson,60,5,2.5
tson,70,5,2.71
tson,80,5,2.93
tson,90,5,2.99
tson,100,5,3.68
ours,2,5,0.36
ours,4,5,0.48
ours,6,5,0.64
ours,8,5,0.83
ours,10,5,1.02
ours,12,5,1.15
ours,14,5,1.36
ours,16,5,1.53
ours,18,5,1.73
ours,20,5,1.89
ours,20,5,1.9
ours,30,5,2.8
ours,40,5,3.76
ours,50,5,4.58
ours,60,5,5.43
ours,70,5,6.31
ours,80,5,7.29
ours,90,5,8.32
ours,100,5,9.22
potassco,2,5,1.5
potassco,4,5,1.08
potassco,6,5,1.3
potassco,8,5,1.08
potassco,10,5,1.13
potassco,12,5,1.14
potassco,14,5,1.21
potassco,16,5,1.23
potassco,18,5,1.46
potassco,20,5,1.33
potassco,20,5,1.35
potassco,30,5,1.53
potassco,40,5,1.94
potassco,50,5,1.91
potassco,60,5,2.29
potassco,70,5,2.35
potassco,80,5,2.72
potassco,90,5,2.99
potassco,100,5,3.07
hakank,2,5,0.12
hakank,4,5,0.11
hakank,6,5,0.13
hakank,8,5,0.16
hakank,10,5,0.18
hakank,12,5,0.2
hakank,14,5,0.21
hakank,16,5,0.24
hakank,18,5,0.27
hakank,20,5,0.3
hakank,20,5,0.29
hakank,30,5,0.41
hakank,40,5,0.52
hakank,50,5,0.63
hakank,60,5,0.74
hakank,70,5,0.86
hakank,80,5,0.96
hakank,90,5,1.05
hakank,100,5,1.15
tson,2,5,0.37
tson,4,5,0.35
tson,6,5,0.58
tson,8,5,0.46
tson,10,5,0.57
tson,12,5,0.58
tson,14,5,0.68
tson,16,5,0.75
tson,18,5,0.75
tson,20,5,0.88
tson,20,5,0.91
tson,30,5,1.28
tson,40,5,1.48
tson,50,5,1.63
tson,60,5,2.07
tson,70,5,2.22
tson,80,5,2.49
tson,90,5,2.96
tson,100,5,3.26
ours,2,5,0.09
ours,4,5,0.1
ours,6,5,0.12
ours,8,5,0.13
ours,10,5,0.16
ours,12,5,0.18
ours,14,5,0.2
ours,16,5,0.22
ours,18,5,0.23
ours,20,5,0.25
ours,20,5,0.26
ours,30,5,0.35
ours,40,5,0.44
ours,50,5,0.53
ours,60,5,0.65
ours,70,5,0.73
ours,80,5,0.83
ours,90,5,0.93
ours,100,5,1.02
potassco,2,5,0.36
potassco,4,5,0.35
potassco,6,5,0.45
potassco,8,5,0.56
potassco,10,5,0.67
potassco,12,5,0.78
potassco,14,5,0.87
potassco,16,5,0.97
potassco,18,5,1.09
potassco,20,5,1.15
potassco,20,5,1.15
potassco,30,5,1.67
potassco,40,5,2.14
potassco,50,5,2.73
potassco,60,5,3.41
potassco,70,5,3.88
potassco,80,5,4.41
potassco,90,5,4.96
potassco,100,5,5.52
hakank,2,5,0.08
hakank,4,5,0.09
hakank,6,5,0.09
hakank,8,5,0.1
hakank,10,5,0.11
hakank,12,5,0.11
hakank,14,5,0.12
hakank,16,5,0.13
hakank,18,5,0.14
hakank,20,5,0.14
hakank,20,5,0.14
hakank,30,5,0.19
hakank,40,5,0.22
hakank,50,5,0.27
hakank,60,5,0.32
hakank,70,5,0.37
hakank,80,5,0.4
hakank,90,5,0.45
hakank,100,5,0.52
tson,2,5,1.08
tson,4,5,0.56
tson,6,5,0.61
tson,8,5,0.64
tson,10,5,0.69
tson,12,5,0.91
tson,14,5,0.76
tson,16,5,0.8
tson,18,5,0.84
tson,20,5,0.88
tson,20,5,1.09
tson,30,5,1.18
tson,40,5,1.28
tson,50,5,1.7
tson,60,5,1.72
tson,70,5,2.13
tson,80,5,2.13
tson,90,5,2.45
tson,100,5,2.49
ours,2,5,0.06
ours,4,5,0.07
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.09
ours,12,5,0.11
ours,14,5,0.11
ours,16,5,0.13
ours,18,5,0.14
ours,20,5,0.15
ours,20,5,0.15
ours,30,5,0.19
ours,40,5,0.25
ours,50,5,0.3
ours,60,5,0.34
ours,70,5,0.39
ours,80,5,0.43
ours,90,5,0.48
ours,100,5,0.53
potassco,2,5,0.1
potassco,4,5,0.1
potassco,6,5,0.1
potassco,8,5,0.1
potassco,10,5,0.11
potassco,12,5,0.12
potassco,14,5,0.12
potassco,16,5,0.13
potassco,18,5,0.13
potassco,20,5,0.14
potassco,20,5,0.14
potassco,30,5,0.16
potassco,40,5,0.19
potassco,50,5,0.21
potassco,60,5,0.24
potassco,70,5,0.27
potassco,80,5,0.3
potassco,90,5,0.32
potassco,100,5,0.35
hakank,2,5,0.08
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.08
hakank,10,5,0.08
hakank,12,5,0.09
hakank,14,5,0.09
hakank,16,5,0.1
hakank,18,5,0.11
hakank,20,5,0.11
hakank,20,5,0.11
hakank,30,5,0.13
hakank,40,5,0.16
hakank,50,5,0.17
hakank,60,5,0.19
hakank,70,5,0.21
hakank,80,5,0.24
hakank,90,5,0.26
hakank,100,5,0.28
tson,2,5,0.14
tson,4,5,0.14
tson,6,5,0.15
tson,8,5,0.16
tson,10,5,0.17
tson,12,5,0.18
tson,14,5,0.2
tson,16,5,0.21
tson,18,5,0.22
tson,20,5,0.23
tson,20,5,0.23
tson,30,5,0.29
tson,40,5,0.52
tson,50,5,0.39
tson,60,5,0.47
tson,70,5,0.5
tson,80,5,0.56
tson,90,5,0.61
tson,100,5,0.66
ours,2,5,0.1
ours,4,5,0.11
ours,6,5,0.13
ours,8,5,0.15
ours,10,5,0.18
ours,12,5,0.2
ours,14,5,0.22
ours,16,5,0.25
ours,18,5,0.29
ours,20,5,0.3
ours,20,5,0.3
ours,30,5,0.43
ours,40,5,0.53
ours,50,5,0.63
ours,60,5,0.75
ours,70,5,0.86
ours,80,5,0.97
ours,90,5,1.11
ours,100,5,1.21
potassco,2,5,0.07
potassco,4,5,0.07
potassco,6,5,0.07
potassco,8,5,0.07
potassco,10,5,0.08
potassco,12,5,0.08
potassco,14,5,0.08
potassco,16,5,0.1
potassco,18,5,0.1
potassco,20,5,0.11
potassco,20,5,0.1
potassco,30,5,0.13
potassco,40,5,0.15
potassco,50,5,0.17
potassco,60,5,0.19
potassco,70,5,0.21
potassco,80,5,0.23
potassco,90,5,0.26
potassco,100,5,0.28
hakank,2,5,0.14
hakank,4,5,0.12
hakank,6,5,0.12
hakank,8,5,0.12
hakank,10,5,0.13
hakank,12,5,0.13
hakank,14,5,0.15
hakank,16,5,0.17
hakank,18,5,0.17
hakank,20,5,0.18
hakank,20,5,0.18
hakank,30,5,0.23
hakank,40,5,0.27
hakank,50,5,0.29
hakank,60,5,0.31
hakank,70,5,0.35
hakank,80,5,0.36
hakank,90,5,0.4
hakank,100,5,0.44
tson,2,5,0.76
tson,4,5,0.21
tson,6,5,0.21
tson,8,5,0.22
tson,10,5,0.23
tson,12,5,0.25
tson,14,5,0.26
tson,16,5,0.26
tson,18,5,0.28
tson,20,5,0.28
tson,20,5,0.28
tson,30,5,0.35
tson,40,5,0.41
tson,50,5,0.46
tson,60,5,0.53
tson,70,5,0.6
tson,80,5,0.86
tson,90,5,0.75
tson,100,5,0.81
ours,2,5,0.08
ours,4,5,0.08
ours,6,5,0.09
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.11
ours,16,5,0.13
ours,18,5,0.14
ours,20,5,0.14
ours,20,5,0.14
ours,30,5,0.18
ours,40,5,0.22
ours,50,5,0.26
ours,60,5,0.28
ours,70,5,0.33
ours,80,5,0.37
ours,90,5,0.41
ours,100,5,0.45
potassco,2,5,0.38
potassco,4,5,0.43
potassco,6,5,0.58
potassco,8,5,0.44
potassco,10,5,0.49
potassco,12,5,0.5
potassco,14,5,0.55
potassco,16,5,0.59
potassco,18,5,0.62
potassco,20,5,0.65
potassco,20,5,0.66
potassco,30,5,1.02
potassco,40,5,1.04
potassco,50,5,1.25
potassco,60,5,1.43
potassco,70,5,1.82
potassco,80,5,1.82
potassco,90,5,2.02
potassco,100,5,2.4
hakank,2,5,0.08
hakank,4,5,0.08
hakank,6,5,0.09
hakank,8,5,0.09
hakank,10,5,0.09
hakank,12,5,0.1
hakank,14,5,0.1
hakank,16,5,0.11
hakank,18,5,0.12
hakank,20,5,0.13
hakank,20,5,0.13
hakank,30,5,0.17
hakank,40,5,0.19
hakank,50,5,0.23
hakank,60,5,0.26
hakank,70,5,0.29
hakank,80,5,0.33
hakank,90,5,0.36
hakank,100,5,0.4
tson,2,5,0.24
tson,4,5,0.22
tson,6,5,0.12
tson,8,5,0.13
tson,10,5,0.13
tson,12,5,0.14
tson,14,5,0.15
tson,16,5,0.13
tson,18,5,0.14
tson,20,5,0.14
tson,20,5,0.14
tson,30,5,0.17
tson,40,5,0.2
tson,50,5,0.22
tson,60,5,0.25
tson,70,5,0.27
tson,80,5,0.3
tson,90,5,0.33
tson,100,5,0.35
ours,2,5,0.07
ours,4,5,0.08
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.12
ours,16,5,0.13
ours,18,5,0.14
ours,20,5,0.15
ours,20,5,0.15
ours,30,5,0.19
ours,40,5,0.23
ours,50,5,0.28
ours,60,5,0.33
ours,70,5,0.51
ours,80,5,0.52
ours,90,5,0.45
ours,100,5,0.49
potassco,2,5,3.82
potassco,4,5,3.91
potassco,6,5,4.0
potassco,8,5,4.33
potassco,10,5,4.23
potassco,12,5,4.39
potassco,14,5,4.28
potassco,16,5,1.81
potassco,18,5,1.71
potassco,20,5,1.81
potassco,20,5,1.97
potassco,30,5,2.18
potassco,40,5,2.57
potassco,50,5,3.13
potassco,60,5,3.52
potassco,70,5,3.95
potassco,80,5,4.09
potassco,90,5,5.05
potassco,100,5,6.03
hakank,2,5,0.37
hakank,4,5,0.11
hakank,6,5,0.08
hakank,8,5,0.1
hakank,10,5,0.09
hakank,12,5,0.09
hakank,14,5,0.09
hakank,16,5,0.1
hakank,18,5,0.11
hakank,20,5,0.11
hakank,20,5,0.11
hakank,30,5,0.14
hakank,40,5,0.17
hakank,50,5,0.22
hakank,60,5,0.2
hakank,70,5,0.23
hakank,80,5,0.25
hakank,90,5,0.28
hakank,100,5,0.3
tson,2,5,0.65
tson,4,5,0.66
tson,6,5,0.75
tson,8,5,0.78
tson,10,5,0.86
tson,12,5,0.92
tson,14,5,1.15
tson,16,5,1.1
tson,18,5,1.16
tson,20,5,1.24
tson,20,5,1.39
tson,30,5,1.54
tson,40,5,1.91
tson,50,5,2.37
tson,60,5,2.58
tson,70,5,3.04
tson,80,5,3.37
tson,90,5,3.87
tson,100,5,3.87
ours,2,5,0.08
ours,4,5,0.09
ours,6,5,0.09
ours,8,5,0.11
ours,10,5,0.11
ours,12,5,0.12
ours,14,5,0.14
ours,16,5,0.16
ours,18,5,0.17
ours,20,5,0.18
ours,20,5,0.19
ours,30,5,0.25
ours,40,5,0.3
ours,50,5,0.36
ours,60,5,0.43
ours,70,5,0.48
ours,80,5,0.54
ours,90,5,0.59
ours,100,5,0.66
potassco,2,5,0.61
potassco,4,5,0.46
potassco,6,5,0.5
potassco,8,5,0.69
potassco,10,5,0.55
potassco,12,5,0.58
potassco,14,5,0.61
potassco,16,5,0.65
potassco,18,5,0.75
potassco,20,5,0.81
potassco,20,5,0.9
potassco,30,5,0.89
potassco,40,5,1.08
potassco,50,5,1.21
potassco,60,5,1.57
potassco,70,5,1.54
potassco,80,5,1.93
potassco,90,5,1.9
potassco,100,5,2.24
hakank,2,5,0.15
hakank,4,5,0.1
hakank,6,5,0.13
hakank,8,5,0.15
hakank,10,5,0.17
hakank,12,5,0.19
hakank,14,5,0.21
hakank,16,5,0.24
hakank,18,5,0.25
hakank,20,5,0.28
hakank,20,5,0.28
hakank,30,5,0.39
hakank,40,5,0.49
hakank,50,5,0.61
hakank,60,5,0.71
hakank,70,5,0.82
hakank,80,5,0.94
hakank,90,5,1.03
hakank,100,5,1.14
tson,2,5,0.53
tson,4,5,0.46
tson,6,5,0.51
tson,8,5,0.55
tson,10,5,0.57
tson,12,5,0.67
tson,14,5,0.69
tson,16,5,0.89
tson,18,5,0.74
tson,20,5,0.78
tson,20,5,0.78
tson,30,5,0.98
tson,40,5,1.37
tson,50,5,1.4
tson,60,5,1.59
tson,70,5,1.99
tson,80,5,2.04
tson,90,5,2.57
tson,100,5,2.39
ours,2,5,0.32
ours,4,5,0.48
ours,6,5,0.66
ours,8,5,0.86
ours,10,5,1.03
ours,12,5,1.22
ours,14,5,1.38
ours,16,5,1.53
ours,18,5,1.7
ours,20,5,1.91
ours,20,5,1.9
ours,30,5,2.81
ours,40,5,3.8
ours,50,5,4.54
ours,60,5,5.53
ours,70,5,6.4
ours,80,5,7.49
ours,90,5,8.39
ours,100,5,9.65
potassco,2,5,0.24
potassco,4,5,0.37
potassco,6,5,0.49
potassco,8,5,0.63
potassco,10,5,0.88
potassco,12,5,1.08
potassco,14,5,1.01
potassco,16,5,1.32
potassco,18,5,1.56
potassco,20,5,1.97
potassco,20,5,1.9
potassco,30,5,2.72
potassco,40,5,3.45
potassco,50,5,3.62
potassco,60,5,4.13
potassco,70,5,4.67
potassco,80,5,5.22
potassco,90,5,6.11
potassco,100,5,6.64
hakank,2,5,0.08
hakank,4,5,0.08
hakank,6,5,0.07
hakank,8,5,0.08
hakank,10,5,0.08
hakank,12,5,0.08
hakank,14,5,0.08
hakank,16,5,0.09
hakank,18,5,0.09
hakank,20,5,0.09
hakank,20,5,0.09
hakank,30,5,0.1
hakank,40,5,0.11
hakank,50,5,0.13
hakank,60,5,0.14
hakank,70,5,0.16
hakank,80,5,0.18
hakank,90,5,0.18
hakank,100,5,0.19
tson,2,5,0.4
tson,4,5,0.46
tson,6,5,0.49
tson,8,5,0.69
tson,10,5,0.62
tson,12,5,0.59
tson,14,5,0.56
tson,16,5,0.66
tson,18,5,0.74
tson,20,5,0.82
tson,20,5,0.87
tson,30,5,0.89
tson,40,5,1.05
tson,50,5,1.37
tson,60,5,1.39
tson,70,5,1.59
tson,80,5,2.05
tson,90,5,1.96
tson,100,5,2.28
ours,2,5,0.07
ours,4,5,0.08
ours,6,5,0.09
ours,8,5,0.09
ours,10,5,0.09
ours,12,5,0.1
ours,14,5,0.11
ours,16,5,0.12
ours,18,5,0.12
ours,20,5,0.13
ours,20,5,0.13
ours,30,5,0.16
ours,40,5,0.19
ours,50,5,0.22
ours,60,5,0.26
ours,70,5,0.29
ours,80,5,0.33
ours,90,5,0.35
ours,100,5,0.4
potassco,2,5,0.17
potassco,4,5,0.18
potassco,6,5,0.23
potassco,8,5,0.25
potassco,10,5,0.27
potassco,12,5,0.33
potassco,14,5,0.31
potassco,16,5,0.33
potassco,18,5,0.37
potassco,20,5,0.36
potassco,20,5,0.36
potassco,30,5,0.48
potassco,40,5,0.57
potassco,50,5,0.66
potassco,60,5,0.8
potassco,70,5,0.89
potassco,80,5,0.98
potassco,90,5,1.1
potassco,100,5,1.39
hakank,2,5,0.1
hakank,4,5,0.12
hakank,6,5,0.14
hakank,8,5,0.16
hakank,10,5,0.18
hakank,12,5,0.2
hakank,14,5,0.21
hakank,16,5,0.27
hakank,18,5,0.32
hakank,20,5,0.34
hakank,20,5,0.35
hakank,30,5,0.48
hakank,40,5,0.62
hakank,50,5,0.76
hakank,60,5,0.9
hakank,70,5,1.03
hakank,80,5,1.17
hakank,90,5,1.34
hakank,100,5,1.49
tson,2,5,0.13
tson,4,5,0.12
tson,6,5,0.13
tson,8,5,0.12
tson,10,5,0.12
tson,12,5,0.12
tson,14,5,0.13
tson,16,5,0.13
tson,18,5,0.14
tson,20,5,0.14
tson,20,5,0.14
tson,30,5,0.17
tson,40,5,0.2
tson,50,5,0.23
tson,60,5,0.26
tson,70,5,0.28
tson,80,5,0.31
tson,90,5,0.34
tson,100,5,0.36
ours,2,5,0.09
ours,4,5,0.1
ours,6,5,0.12
ours,8,5,0.14
ours,10,5,0.16
ours,12,5,0.18
ours,14,5,0.2
ours,16,5,0.22
ours,18,5,0.24
ours,20,5,0.26
ours,20,5,0.26
ours,30,5,0.36
ours,40,5,0.47
ours,50,5,0.58
ours,60,5,0.67
ours,70,5,0.75
ours,80,5,0.89
ours,90,5,0.96
ours,100,5,1.07
potassco,2,5,0.1
potassco,4,5,0.08
potassco,6,5,0.09
potassco,8,5,0.09
potassco,10,5,0.09
potassco,12,5,0.1
potassco,14,5,0.1
potassco,16,5,0.12
potassco,18,5,0.12
potassco,20,5,0.12
potassco,20,5,0.12
potassco,30,5,0.15
potassco,40,5,0.17
potassco,50,5,0.2
potassco,60,5,0.22
potassco,70,5,0.24
potassco,80,5,0.27
potassco,90,5,0.3
potassco,100,5,0.32
hakank,2,5,0.12
hakank,4,5,0.11
hakank,6,5,0.12
hakank,8,5,0.1
hakank,10,5,0.11
hakank,12,5,0.12
hakank,14,5,0.13
hakank,16,5,0.14
hakank,18,5,0.15
hakank,20,5,0.16
hakank,20,5,0.16
hakank,30,5,0.2
hakank,40,5,0.25
hakank,50,5,0.29
hakank,60,5,0.33
hakank,70,5,0.37
hakank,80,5,0.43
hakank,90,5,0.47
hakank,100,5,0.51
tson,2,5,0.51
tson,4,5,0.55
tson,6,5,0.6
tson,8,5,0.64
tson,10,5,0.69
tson,12,5,0.74
tson,14,5,0.81
tson,16,5,0.85
tson,18,5,0.95
tson,20,5,1.14
tson,20,5,0.94
tson,30,5,1.18
tson,40,5,1.66
tson,50,5,1.68
tson,60,5,2.12
tson,70,5,2.41
tson,80,5,2.89
tson,90,5,3.53
tson,100,5,3.79
ours,2,5,0.09
ours,4,5,0.11
ours,6,5,0.13
ours,8,5,0.15
ours,10,5,0.18
ours,12,5,0.2
ours,14,5,0.22
ours,16,5,0.25
ours,18,5,0.26
ours,20,5,0.29
ours,20,5,0.31
ours,30,5,0.41
ours,40,5,0.5
ours,50,5,0.62
ours,60,5,0.73
ours,70,5,0.86
ours,80,5,0.97
ours,90,5,1.08
ours,100,5,1.23
potassco,2,5,0.25
potassco,4,5,0.28
potassco,6,5,0.21
potassco,8,5,0.23
potassco,10,5,0.25
potassco,12,5,0.28
potassco,14,5,0.3
potassco,16,5,0.36
potassco,18,5,0.38
potassco,20,5,0.39
potassco,20,5,0.57
potassco,30,5,0.53
potassco,40,5,0.68
potassco,50,5,0.88
potassco,60,5,1.03
potassco,70,5,1.07
potassco,80,5,1.22
potassco,90,5,1.36
potassco,100,5,1.51
hakank,2,5,0.13
hakank,4,5,0.09
hakank,6,5,0.08
hakank,8,5,0.08
hakank,10,5,0.08
hakank,12,5,0.09
hakank,14,5,0.09
hakank,16,5,0.1
hakank,18,5,0.11
hakank,20,5,0.12
hakank,20,5,0.11
hakank,30,5,0.13
hakank,40,5,0.16
hakank,50,5,0.18
hakank,60,5,0.2
hakank,70,5,0.22
hakank,80,5,0.24
hakank,90,5,0.27
hakank,100,5,0.29
tson,2,5,0.28
tson,4,5,0.44
tson,6,5,0.28
tson,8,5,0.31
tson,10,5,0.35
tson,12,5,0.36
tson,14,5,0.42
tson,16,5,0.45
tson,18,5,0.47
tson,20,5,0.51
tson,20,5,0.5
tson,30,5,0.62
tson,40,5,0.74
tson,50,5,1.03
tson,60,5,0.99
tson,70,5,1.13
tson,80,5,1.26
tson,90,5,1.58
tson,100,5,1.51
ours,2,5,0.12
ours,4,5,0.15
ours,6,5,0.17
ours,8,5,0.2
ours,10,5,0.22
ours,12,5,0.25
ours,14,5,0.28
ours,16,5,0.32
ours,18,5,0.34
ours,20,5,0.37
ours,20,5,0.38
ours,30,5,0.52
ours,40,5,0.92
ours,50,5,0.81
ours,60,5,0.94
ours,70,5,1.09
ours,80,5,1.23
ours,90,5,1.39
ours,100,5,1.5
potassco,2,5,0.56
potassco,4,5,0.48
potassco,6,5,0.52
potassco,8,5,0.52
potassco,10,5,0.54
potassco,12,5,0.5
potassco,14,5,0.53
potassco,16,5,0.59
potassco,18,5,0.62
potassco,20,5,0.62
potassco,20,5,0.8
potassco,30,5,0.88
potassco,40,5,1.04
potassco,50,5,1.27
potassco,60,5,1.5
potassco,70,5,1.46
potassco,80,5,1.61
potassco,90,5,1.91
potassco,100,5,1.9
hakank,2,5,0.09
hakank,4,5,0.08
hakank,6,5,0.08
hakank,8,5,0.09
hakank,10,5,0.1
hakank,12,5,0.09
hakank,14,5,0.1
hakank,16,5,0.14
hakank,18,5,0.17
hakank,20,5,0.18
hakank,20,5,0.18
hakank,30,5,0.24
hakank,40,5,0.3
hakank,50,5,0.35
hakank,60,5,0.41
hakank,70,5,0.47
hakank,80,5,0.52
hakank,90,5,0.59
hakank,100,5,0.63
tson,2,5,1.74
tson,4,5,1.13
tson,6,5,0.97
tson,8,5,0.78
tson,10,5,0.77
tson,12,5,0.79
tson,14,5,0.82
tson,16,5,0.86
tson,18,5,1.07
tson,20,5,0.94
tson,20,5,0.93
tson,30,5,1.14
tson,40,5,1.31
tson,50,5,1.71
tson,60,5,1.7
tson,70,5,2.04
tson,80,5,2.04
tson,90,5,2.45
tson,100,5,2.66
ours,2,5,0.07
ours,4,5,0.07
ours,6,5,0.08
ours,8,5,0.09
ours,10,5,0.1
ours,12,5,0.11
ours,14,5,0.12
ours,16,5,0.13
ours,18,5,0.14
ours,20,5,0.15
ours,20,5,0.15
ours,30,5,0.2
ours,40,5,0.24
ours,50,5,0.28
ours,60,5,0.33
ours,70,5,0.36
ours,80,5,0.41
ours,90,5,0.47
ours,100,5,0.5
potassco,2,5,0.61
potassco,4,5,0.42
potassco,6,5,0.41
potassco,8,5,0.69
potassco,10,5,0.72
potassco,12,5,0.96
potassco,14,5,0.78
potassco,16,5,0.81
potassco,18,5,0.65
potassco,20,5,0.64
potassco,20,5,0.66
potassco,30,5,0.85
potassco,40,5,1.18
potassco,50,5,1.17
potassco,60,5,1.31
potassco,70,5,1.63
potassco,80,5,1.58
potassco,90,5,1.97
potassco,100,5,1.88
hakank,2,5,0.12
hakank,4,5,0.11
hakank,6,5,0.09
hakank,8,5,0.09
hakank,10,5,0.1
hakank,12,5,0.1
hakank,14,5,0.11
hakank,16,5,0.12
hakank,18,5,0.13
hakank,20,5,0.13
hakank,20,5,0.13
hakank,30,5,0.15
hakank,40,5,0.17
hakank,50,5,0.2
hakank,60,5,0.23
hakank,70,5,0.25
hakank,80,5,0.28
hakank,90,5,0.31
hakank,100,5,0.34
tson,2,5,0.47
tson,4,5,0.38
tson,6,5,0.38
tson,8,5,0.43
tson,10,5,0.44
tson,12,5,0.66
tson,14,5,0.51
tson,16,5,0.54
tson,18,5,0.59
tson,20,5,0.63
tson,20,5,0.62
tson,30,5,0.74
tson,40,5,1.06
tson,50,5,1.05
tson,60,5,1.2
tson,70,5,1.52
tson,80,5,1.48
tson,90,5,1.61
tson,100,5,1.98
ours,2,5,0.13
ours,4,5,0.11
ours,6,5,0.11
ours,8,5,0.12
ours,10,5,0.13
ours,12,5,0.14
ours,14,5,0.16
ours,16,5,0.17
ours,18,5,0.18
ours,20,5,0.19
ours,20,5,0.19
ours,30,5,0.25
ours,40,5,0.31
ours,50,5,0.35
ours,60,5,0.4
ours,70,5,0.47
ours,80,5,0.56
ours,90,5,0.61
ours,100,5,0.94
potassco,2,5,0.13
potassco,4,5,0.17
potassco,6,5,0.16
potassco,8,5,0.19
potassco,10,5,0.2
potassco,12,5,0.22
potassco,14,5,0.23
potassco,16,5,0.28
potassco,18,5,0.29
potassco,20,5,0.31
potassco,20,5,0.3
potassco,30,5,0.41
potassco,40,5,0.5
potassco,50,5,0.62
potassco,60,5,0.74
potassco,70,5,1.06
potassco,80,5,1.0
potassco,90,5,1.3
potassco,100,5,1.19
hakank,2,5,0.1
hakank,4,5,0.07
hakank,6,5,0.09
hakank,8,5,0.12
hakank,10,5,0.11
hakank,12,5,0.15
hakank,14,5,0.11
hakank,16,5,0.18
hakank,18,5,0.3
hakank,20,5,0.22
hakank,20,5,0.25
hakank,30,5,0.4
hakank,40,5,0.42
hakank,50,5,0.51
hakank,60,5,0.5
hakank,70,5,0.56
hakank,80,5,0.69
hakank,90,5,0.73
hakank,100,5,0.71
tson,2,5,0.14
tson,4,5,0.11
tson,6,5,0.1
tson,8,5,0.11
tson,10,5,0.12
tson,12,5,0.12
tson,14,5,0.12
tson,16,5,0.13
tson,18,5,0.22
tson,20,5,0.17
tson,20,5,0.19
